Actual,Predicted
34.28936325,32.53219
114.9098056,102.89559
22.56650427,22.917526
124.9638503,118.97035
129.3430556,137.49654
134.4863056,129.96262
81.01138889,84.88904
62.33003086,58.425507
68.15030864,67.125145
2.564375641,2.946269
19.48925214,24.615307
121.5715775,118.741455
18.53138235,20.26746
39.33197861,40.829758
45.60990741,44.13941
24.58244853,27.905804
104.7665,113.27826
97.09725309,89.24046
45.24208556,41.67129
41.39168449,41.091087
18.82984188,26.792793
128.7686898,122.75735
57.35632716,57.173943
106.05225,106.77972
44.07549383,51.707565
105.1474722,101.359146
92.70537037,94.11411
47.25777778,39.647533
112.52875,115.6313
107.81425,101.69053
156.1069722,153.00893
105.4331944,100.34602
128.722861,120.44522
50.25707094,51.494343
118.6377273,118.72712
119.6004011,118.76781
11.06361556,15.496545
99.2137963,92.60527
30.64073227,30.371262
23.59225214,23.795803
12.309,12.640343
45.11757437,32.927116
27.79707353,31.700481
17.71197059,22.45042
34.09320366,34.914318
37.66336384,39.859676
55.9223262,50.925953
135.7721111,133.69337
44.55451872,46.242004
18.53138235,28.059414
70.36665775,66.716774
125.0555348,120.629776
80.90555556,87.57838
26.88930769,20.832264
163.8694444,166.33243
112.7668611,106.81696
52.89703209,44.55689
42.90435829,45.743813
65.87512346,60.7241
3.483951872,4.1257067
22.78630769,28.346252
123.2677273,125.62338
40.97914439,43.712456
142.5345,139.52914
66.4042284,62.948097
151.1065833,150.832
133.7243333,138.06201
45.50410494,42.991188
148.6778333,136.73859
109.5152674,111.741516
57.29602941,60.91833
82.17549383,92.18774
29.43590441,28.843319
87.00380556,102.186646
40.95892449,32.63388
37.17459893,49.17148
64.60524691,69.68614
134.8672778,131.25986
34.5824359,33.19865
97.19472222,95.242
30.24839817,29.624084
103.195,103.71335
161.7740556,159.05592
51.48311728,51.141563
148.1063611,140.24277
25.13088034,23.105854
35.24184615,35.30865
62.01256173,57.897972
129.6764167,137.48413
41.07082888,45.043888
5.225927807,5.3714647
5.348555556,4.2736864
42.80286041,35.07521
100.2191667,90.699524
61.95966049,58.97706
156.6308056,154.88135
94.43269444,103.503845
109.38575,97.3208
38.77893048,43.690895
25.13088034,26.703457
31.03229947,32.78058
67.47913889,64.435646
71.9070679,70.7437
140.6296111,159.01785
29.60021795,31.659073
123.7196944,118.20625
37.50645309,36.926434
1.322793519,1.2183771
118.2709893,118.69009
63.01790123,60.724976
112.9075401,118.80801
98.04969136,90.99943
106.1951389,105.791176
32.95544622,29.201008
67.03916667,60.02319
45.82419118,36.25613
121.663262,118.70234
126.2474064,118.80445
18.40531985,18.176373
70.00222222,71.320335
25.5012357,28.052822
49.64254011,51.883812
57.25049383,67.358505
38.59558824,43.62168
37.46720824,35.82904
113.8145,110.13327
52.16360963,47.40517
71.58959877,65.37642
45.13084559,35.92836
29.96655983,26.190342
103.2426111,104.91608
59.57861111,58.831024
30.40533181,27.86874
99.7429321,94.27952
129.8192778,125.37913
50.58361111,61.377045
118.9099722,108.26895
100.9568056,106.037186
65.39891975,62.099327
27.54494853,27.42443
0.126063824,0.40503407
138.0579722,131.34738
39.52099265,39.162857
121.0673262,118.733536
17.73082479,21.59079
123.909492,118.73573
101.4930214,118.69668
22.05362821,19.243153
41.025,49.661358
94.66320988,84.082924
93.0757716,93.878914
59.79027778,62.48819
37.72465241,40.14853
15.82101103,14.996996
49.91756684,60.910515
95.62325,100.22121
92.86410494,93.91504
33.00585561,33.665874
35.24941176,36.745136
104.7188889,97.823
132.91475,130.44543
98.81386111,100.521484
58.6791358,58.289062
17.10544851,21.24266
89.71822222,95.54351
41.62088235,44.91337
107.7274599,104.517395
17.6489375,28.132095
127.0571667,130.2008
50.55927807,49.12262
128.0532222,121.34545
161.8216944,158.12355
131.4384444,133.22025
95.45691358,95.34951
41.07661327,36.050682
55.08111111,59.14332
134.2005556,137.61452
124.3679144,127.26124
122.1481944,124.00716
18.53138235,20.56271
127.962,130.45572
60.95432099,64.12093
40.21350114,42.311775
3.476452778,4.4014196
71.53666667,63.64566
39.74270023,40.291195
106.0313369,118.838455
127.2476389,125.749374
46.66307487,47.77636
32.5875,33.715694
142.9631111,144.35002
44.60755149,42.516834
58.20290123,55.258984
89.05432099,91.536194
119.2336631,118.97023
38.40878719,35.505302
90.9062963,91.55446
120.3338503,121.776955
129.2478056,128.55153
126.5809444,128.55211
21.1011453,21.480633
63.1237037,60.78855
88.48005556,98.5828
159.2976667,159.11458
27.76852137,25.647835
118.0565,126.12092
29.96655983,30.399918
52.11778075,48.992085
134.0100556,136.8153
122.9009893,117.25801
27.29281985,25.721306
119.4628877,119.36188
152.5352778,168.31113
19.6357906,18.271511
157.7261389,163.14578
38.36639037,42.717808
87.36104938,88.2211
134.5905615,121.14898
55.13404321,56.29982
114.3286364,118.72656
91.62305556,103.95571
30.09146453,29.71151
123.8178342,118.84277
38.09494279,35.9784
15.97239316,25.20097
100.1133333,98.12337
52.04988889,50.946167
132.1527778,130.71097
155.1545278,140.1962
23.29918376,15.761804
88.04895062,93.29474
83.49833333,91.351685
41.60106618,42.429604
20.59715561,24.096111
26.01009402,27.08107
93.9565,103.880585
38.95805492,38.33779
31.01170588,30.00396
35.90125641,32.995125
54.07580247,60.11142
97.52808333,110.77766
36.05425735,32.982773
56.45682099,58.891525
56.72138889,64.642456
49.73703704,55.094826
113.0909091,111.344124
118.9127807,126.96888
31.06557692,29.443535
53.81123457,58.700775
21.54075214,18.418621
87.28952778,109.54888
168.6793333,165.28207
86.05138889,91.47266
112.3116043,112.7078
42.79867647,30.52364
110.1476944,115.35104
35.78020595,30.554424
164.3933056,169.2594
124.9141389,127.38077
53.03454545,52.619396
125.1930481,118.683365
95.98604938,95.17772
55.82188272,60.057114
161.4883333,167.93251
84.60953704,87.91753
30.63351103,27.992912
14.48590374,14.359793
48.17572193,47.015656
24.32493162,21.930805
22.08799771,19.70182
72.04547794,69.1474
96.62101852,93.13517
93.65783951,87.73091
110.7988503,118.25544
95.00416667,95.98542
80.05891975,84.17888
27.91505983,21.579237
41.39168449,45.590126
125.6245556,113.43512
32.38439744,28.013535
60.10774691,60.107426
23.07938034,21.460388
30.47943162,27.643364
15.01991453,14.683955
46.06716578,49.38343
97.86141667,103.17545
0.378191544,0.111516
114.6953476,116.961586
25.46489338,25.775959
124.2762299,121.88648
128.722861,118.68251
124.5292778,115.80483
60.00191358,61.429634
1.746087654,2.199214
26.71745995,26.606503
40.79580214,39.458477
95.40398148,92.11514
112.33825,108.48949
67.19790123,67.574776
11.78036096,12.438497
33.23009153,30.335342
94.28983333,100.30888
120.1005,98.92459
125.0555348,118.97337
143.8203333,141.2467
57.8854321,56.369766
136.8155278,115.206154
120.7671944,105.19316
82.28132716,90.484375
15.50585294,15.169325
100.052,103.79348
121.2048663,118.97702
38.40878719,37.73839
45.15385027,47.106815
17.51102137,20.75185
41.23354691,35.00389
103.5759722,104.44082
95.14702778,94.717575
6.813910256,7.8630743
113.9160695,120.20588
11.48184877,12.454752
154.3449167,158.32571
78.79548128,61.365032
87.62561728,88.64868
131.8194167,126.48155
22.56542647,22.825827
91.2237963,90.30768
14.37127574,15.020547
151.8209167,157.17194
112.0824064,118.173035
31.76808824,32.047108
115.4336389,107.50692
1.095286111,1.5154734
18.46350427,18.931297
138.4866111,130.96764
52.17098765,53.76847
120.6547594,119.76965
117.7670556,110.26827
122.1216845,115.74168
107.81425,106.78559
152.72575,152.52014
22.05362821,19.959713
28.36436029,27.844746
24.39820085,26.92921
24.33031985,25.624218
52.22388889,63.991302
57.25049383,60.013847
