Strain,Pore Density,Acetone,Methanol,Ethanol,Compressive strength
27.19068947,20,0,1,0,16.85161111
27.2038,20,0,1,0,18.09716239
27.22267895,20,0,1,0,19.34271795
27.24417895,20,0,1,0,21.1011453
27.26463158,20,0,1,0,22.20016667
27.28036316,20,0,1,0,23.44571795
27.29242105,20,0,1,0,24.39820085
27.30867895,20,0,1,0,25.42394872
27.35063158,20,0,1,0,28.06159402
27.37003684,20,0,1,0,29.3071453
27.38314737,20,0,1,0,29.8932906
27.39783158,20,0,1,0,30.03982479
27.41723158,20,0,1,0,31.57845299
27.43768421,20,0,1,0,32.82400427
27.45604211,20,0,1,0,31.87152137
27.47124737,20,0,1,0,29.74675641
27.48488421,20,0,1,0,30.18636325
27.50428421,20,0,1,0,30.8457735
27.52526316,20,0,1,0,32.31112821
27.54571579,20,0,1,0,34.14282479
27.56249474,20,0,1,0,35.53491453
27.57560526,20,0,1,0,37.0002735
27.59028947,20,0,1,0,38.09929487
27.60864211,20,0,1,0,39.63791453
27.63014211,20,0,1,0,40.88347009
27.64954737,20,0,1,0,41.32307692
27.66527895,20,0,1,0,40.66366667
27.67943684,20,0,1,0,40.22405983
27.71824737,20,0,1,0,43.8874359
27.73817368,20,0,1,0,45.7924359
27.75443158,20,0,1,0,47.40431624
27.76911053,20,0,1,0,48.50333333
27.78484737,20,0,1,0,49.96867521
27.80267368,20,0,1,0,51.58059829
27.82312632,20,0,1,0,53.55880342
27.84147895,20,0,1,0,55.39051282
27.85721579,20,0,1,0,43.52111111
27.87137368,20,0,1,0,43.37457265
27.89077368,20,0,1,0,45.27952991
27.91175263,20,0,1,0,47.25777778
27.93167895,20,0,1,0,47.62410256
27.94793684,20,0,1,0,46.01222222
27.96052105,20,0,1,0,46.59837607
27.97677895,20,0,1,0,47.25777778
27.99670526,20,0,1,0,47.25777778
28.01506316,20,0,1,0,48.43004274
28.03131579,20,0,1,0,47.25777778
28.04914737,20,0,1,0,29.96655983
28.08533158,20,0,1,0,33.48341453
28.10525789,20,0,1,0,33.26361111
28.12361579,20,0,1,0,29.16061111
28.13829474,20,0,1,0,31.13884188
28.15350526,20,0,1,0,31.79825641
28.16923684,20,0,1,0,29.8932906
28.18916316,20,0,1,0,30.25962821
28.21066316,20,0,1,0,32.23786325
28.22797368,20,0,1,0,33.70321795
28.24213158,20,0,1,0,34.9487735
28.25838421,20,0,1,0,33.41014957
28.27831579,20,0,1,0,22.56650427
28.29824211,20,0,1,0,23.59225214
28.31607368,20,0,1,0,24.17839744
28.33127895,20,0,1,0,25.35068376
28.34701579,20,0,1,0,26.66950427
28.36326842,20,0,1,0,27.76852137
28.38267368,20,0,1,0,26.15662821
28.40312632,20,0,1,0,25.35068376
28.43406842,20,0,1,0,27.69525641
28.45189474,20,0,1,0,27.18238034
28.47077368,20,0,1,0,24.76453846
28.49017895,20,0,1,0,26.15662821
28.50853158,20,0,1,0,27.03584188
28.52373684,20,0,1,0,26.88930769
28.53842105,20,0,1,0,28.13486325
28.55572632,20,0,1,0,29.23388034
28.57617895,20,0,1,0,29.3071453
28.59715789,20,0,1,0,30.33289744
28.61341579,20,0,1,0,31.43191453
28.62862105,20,0,1,0,32.60420085
28.64435263,20,0,1,0,33.77648718
28.66375789,20,0,1,0,34.06955983
28.68525789,20,0,1,0,35.02204274
28.70256316,20,0,1,0,36.12105983
28.71672105,20,0,1,0,35.53491453
28.73088421,20,0,1,0,29.3071453
28.74923684,20,0,1,0,30.47943162
28.78908947,20,0,1,0,33.48341453
28.80534737,20,0,1,0,31.72498718
28.82107895,20,0,1,0,32.82400427
28.83891053,20,0,1,0,30.18636325
28.85936316,20,0,1,0,29.82002137
28.87876316,20,0,1,0,27.54871795
28.8945,20,0,1,0,26.52297009
28.90813158,20,0,1,0,27.76852137
28.92281579,20,0,1,0,29.08734188
28.94169474,20,0,1,0,30.47943162
28.96319474,20,0,1,0,30.8457735
28.98417368,20,0,1,0,31.28538034
28.99937895,20,0,1,0,31.72498718
29.01301579,20,0,1,0,29.16061111
29.03084737,20,0,1,0,26.22989744
29.05077368,20,0,1,0,28.06159402
29.07017368,20,0,1,0,29.45368376
29.08485789,20,0,1,0,30.99230769
29.10111579,20,0,1,0,32.01805983
29.11632105,20,0,1,0,32.97053846
29.15670526,20,0,1,0,36.19432906
29.17715263,20,0,1,0,37.65968376
29.19078947,20,0,1,0,29.82002137
29.206,20,0,1,0,17.43775214
29.22487368,20,0,1,0,19.12291453
29.24480526,20,0,1,0,19.85559402
29.26525789,20,0,1,0,21.32094872
29.27994211,20,0,1,0,13.40802137
29.2941,20,0,1,0,13.33475214
29.30877895,20,0,1,0,14.28723504
29.32871053,20,0,1,0,15.82585897
29.35073684,20,0,1,0,15.97239316
29.36961053,20,0,1,0,17.14468376
29.38324737,20,0,1,0,17.73082479
29.39793158,20,0,1,0,17.73082479
29.41681053,20,0,1,0,17.65755556
29.43726316,20,0,1,0,18.97638034
29.45718947,20,0,1,0,19.92885897
29.47396842,20,0,1,0,20.88134188
29.48760526,20,0,1,0,21.76055556
29.52274211,20,0,1,0,19.48925214
29.54319474,20,0,1,0,20.88134188
29.55997368,20,0,1,0,21.90709402
29.57518421,20,0,1,0,22.56650427
29.59091579,20,0,1,0,22.12689744
29.60979474,20,0,1,0,23.29918376
29.63076842,20,0,1,0,24.54473504
29.65017368,20,0,1,0,26.01009402
29.66643158,20,0,1,0,26.7427735
29.68111579,20,0,1,0,27.40218376
29.69579474,20,0,1,0,28.50120085
29.7152,20,0,1,0,29.08734188
29.73565263,20,0,1,0,30.62597009
29.75453158,20,0,1,0,30.62597009
29.76868947,20,0,1,0,31.57845299
29.78442105,20,0,1,0,32.75073504
29.80382632,20,0,1,0,28.35466667
29.82375263,20,0,1,0,23.59225214
29.84211053,20,0,1,0,24.83780769
29.85836316,20,0,1,0,24.83780769
29.88930526,20,0,1,0,16.19220085
29.90818421,20,0,1,0,17.51102137
29.92811053,20,0,1,0,18.75657692
29.94594211,20,0,1,0,20.07539744
29.9622,20,0,1,0,21.32094872
29.97845263,20,0,1,0,21.98035897
29.99733158,20,0,1,0,23.1526453
30.01883684,20,0,1,0,24.47147009
30.03666316,20,0,1,0,26.01009402
30.0503,20,0,1,0,27.03584188
30.06550526,20,0,1,0,28.13486325
30.08176316,20,0,1,0,29.45368376
30.10168947,20,0,1,0,31.13884188
30.12214211,20,0,1,0,32.38439744
30.13892632,20,0,1,0,31.28538034
30.15465263,20,0,1,0,30.62597009
30.17091053,20,0,1,0,32.45766667
30.19084211,20,0,1,0,34.06955983
30.21129474,20,0,1,0,35.31511538
30.2286,20,0,1,0,35.31511538
30.24328421,20,0,1,0,36.85373932
30.27422105,20,0,1,0,34.50916667
30.2952,20,0,1,0,34.36262821
30.31565263,20,0,1,0,35.46164957
30.33191053,20,0,1,0,36.70720085
30.34763684,20,0,1,0,37.51314957
30.36442105,20,0,1,0,38.90523932
30.38382105,20,0,1,0,40.81020085
30.40322632,20,0,1,0,42.56863248
30.42053158,20,0,1,0,43.8874359
30.43626316,20,0,1,0,45.13299145
30.45147368,20,0,1,0,46.52508547
30.46825263,20,0,1,0,47.4775641
30.48975263,20,0,1,0,48.13700855
30.50863158,20,0,1,0,39.27157692
30.52436316,20,0,1,0,40.29732906
30.5401,20,0,1,0,40.88347009
30.55687895,20,0,1,0,41.54288034
30.57575789,20,0,1,0,41.61614957
30.59568421,20,0,1,0,42.42209402
30.61298947,20,0,1,0,29.52695299
30.6282,20,0,1,0,30.62597009
30.66176316,20,0,1,0,32.38439744
30.68273684,20,0,1,0,33.9962906
30.70266316,20,0,1,0,34.80223504
30.71892105,20,0,1,0,34.28936325
30.73255789,20,0,1,0,33.70321795
30.74986316,20,0,1,0,34.9487735
30.77031579,20,0,1,0,28.42793162
30.79024211,20,0,1,0,29.8932906
30.80597368,20,0,1,0,31.43191453
30.82118421,20,0,1,0,32.53093162
30.83586316,20,0,1,0,29.67348718
30.85526842,20,0,1,0,28.28139744
30.87624737,20,0,1,0,29.82002137
30.89512105,20,0,1,0,18.82984188
30.91085789,20,0,1,0,20.22193162
30.92606316,20,0,1,0,21.24768376
30.94389474,20,0,1,0,22.56650427
30.96434737,20,0,1,0,23.7387906
30.9827,20,0,1,0,24.47147009
30.99843158,20,0,1,0,24.54473504
31.01258947,20,0,1,0,19.6357906
31.04825263,20,0,1,0,22.49323504
31.0708,20,0,1,0,23.81205556
31.08967895,20,0,1,0,25.05761111
31.10331579,20,0,1,0,25.57048718
31.11747368,20,0,1,0,22.12689744
31.13582632,20,0,1,0,22.56650427
31.15732632,20,0,1,0,23.66552137
31.17568421,20,0,1,0,24.91107692
31.19089474,20,0,1,0,25.64375214
31.20452632,20,0,1,0,26.59623504
31.22078421,20,0,1,0,24.54473504
31.24228421,20,0,1,0,26.08336325
31.26483158,20,0,1,0,26.30316667
31.28108947,20,0,1,0,27.18238034
31.2942,20,0,1,0,27.76852137
31.30941053,20,0,1,0,28.64773504
31.32881053,20,0,1,0,28.57447009
31.35188421,20,0,1,0,28.57447009
31.36971579,20,0,1,0,27.91505983
31.38387368,20,0,1,0,23.44571795
31.41481579,20,0,1,0,25.57048718
31.43526842,20,0,1,0,25.57048718
31.45728947,20,0,1,0,27.18238034
31.47302632,20,0,1,0,28.50120085
31.48718421,20,0,1,0,29.52695299
31.50343684,20,0,1,0,30.91903846
31.52336842,20,0,1,0,31.43191453
31.54434211,20,0,1,0,32.53093162
31.5627,20,0,1,0,33.62995299
31.57685789,20,0,1,0,34.87550855
31.59206842,20,0,1,0,36.12105983
31.60989474,20,0,1,0,37.51314957
31.63034737,20,0,1,0,33.33688034
31.64975263,20,0,1,0,32.01805983
31.66443684,20,0,1,0,33.26361111
31.67859474,20,0,1,0,34.06955983
31.6959,20,0,1,0,35.68145299
31.71687895,20,0,1,0,36.92700855
31.7389,20,0,1,0,38.90523932
31.76932105,20,0,1,0,37.29334615
31.78295263,20,0,1,0,32.01805983
31.80077895,20,0,1,0,33.55668376
31.82228421,20,0,1,0,35.38838034
31.84325789,20,0,1,0,37.0002735
31.85794211,20,0,1,0,38.09929487
31.87262632,20,0,1,0,39.12504274
31.89045789,20,0,1,0,40.66366667
31.91091053,20,0,1,0,42.20229487
31.93188421,20,0,1,0,43.74089744
31.94761579,20,0,1,0,44.54688034
31.96229474,20,0,1,0,45.7191453
31.97750526,20,0,1,0,46.59837607
31.99481053,20,0,1,0,34.80223504
32.01526842,20,0,1,0,31.21211111
32.03519474,20,0,1,0,33.19034615
32.0504,20,0,1,0,34.36262821
32.06456316,20,0,1,0,35.02204274
32.08291053,20,0,1,0,35.60818376
32.10493684,20,0,1,0,32.45766667
32.12538947,20,0,1,0,29.16061111
32.14112105,20,0,1,0,30.40616667
32.16891579,20,0,1,0,32.45766667
32.18884737,20,0,1,0,16.9981453
32.20877368,20,0,1,0,17.14468376
32.22503158,20,0,1,0,18.24370085
32.24233684,20,0,1,0,19.41598718
32.25858947,20,0,1,0,20.29520085
32.27747368,20,0,1,0,21.39421795
32.29896842,20,0,1,0,22.6397735
32.31837368,20,0,1,0,23.88532479
32.33253158,20,0,1,0,24.83780769
32.34616842,20,0,1,0,25.86355983
32.36137368,20,0,1,0,26.88930769
32.38235263,20,0,1,0,24.76453846
32.40385263,20,0,1,0,24.61800427
32.42221053,20,0,1,0,25.86355983
32.43479474,20,0,1,0,26.7427735
32.45,20,0,1,0,27.69525641
32.46992632,20,0,1,0,28.57447009
32.49143158,20,0,1,0,30.33289744
32.50925789,20,0,1,0,24.6912735
32.53914737,20,0,1,0,21.90709402
32.55593684,20,0,1,0,22.78630769
32.57586316,20,0,1,0,24.10512821
32.59631053,20,0,1,0,23.00611111
32.61256842,20,0,1,0,20.88134188
32.62672632,20,0,1,0,21.76055556
32.64403158,20,0,1,0,23.00611111
32.66396316,20,0,1,0,24.39820085
32.68441579,20,0,1,0,25.71702137
32.70066842,20,0,1,0,26.81603846
32.71482632,20,0,1,0,27.47544872
32.73056316,20,0,1,0,26.01009402
32.74838947,20,0,1,0,27.18238034
32.76989474,20,0,1,0,27.8417906
32.79138947,20,0,1,0,27.10911111
32.80764737,20,0,1,0,27.54871795
32.82023158,20,0,1,0,28.13486325
32.83596842,20,0,1,0,29.3071453
32.85641579,20,0,1,0,29.45368376
32.87792105,20,0,1,0,27.10911111
32.90885789,20,0,1,0,19.34271795
32.92354737,20,0,1,0,20.44173504
32.94189474,20,0,1,0,20.80807692
32.96287368,20,0,1,0,17.65755556
32.98280526,20,0,1,0,12.60207265
32.99853684,20,0,1,0,13.33475214
33.01269474,20,0,1,0,13.84762821
33.03104737,20,0,1,0,13.18821795
33.0515,20,0,1,0,12.96841453
33.07090526,20,0,1,0,13.99416239
33.08663158,20,0,1,0,14.58030769
33.10027368,20,0,1,0,15.31298291
33.11547895,20,0,1,0,15.23971795
33.13487895,20,0,1,0,14.36050427
33.15743158,20,0,1,0,15.09317949
33.17787895,20,0,1,0,16.26546581
33.19256842,20,0,1,0,16.85161111
33.20567895,20,0,1,0,17.80409402
33.22403158,20,0,1,0,18.24370085
33.24501053,20,0,1,0,19.0496453
33.28066842,20,0,1,0,20.80807692
33.29325263,20,0,1,0,20.95461111
33.30950526,20,0,1,0,20.88134188
33.32891053,20,0,1,0,22.12689744
33.35093684,20,0,1,0,23.07938034
33.37034211,20,0,1,0,22.20016667
33.38345263,20,0,1,0,16.70507265
33.39656316,20,0,1,0,17.65755556
33.41596316,20,0,1,0,18.97638034
33.43851579,20,0,1,0,20.22193162
33.45896842,20,0,1,0,21.24768376
33.47365263,20,0,1,0,21.83382479
33.48571053,20,0,1,0,22.34670085
33.50092105,20,0,1,0,22.85957692
33.52189474,20,0,1,0,24.10512821
33.54444737,20,0,1,0,25.2041453
33.56332632,20,0,1,0,26.30316667
33.57538947,20,0,1,0,27.2556453
33.58954737,20,0,1,0,28.06159402
33.63202105,20,0,1,0,23.07938034
33.65247368,20,0,1,0,19.48925214
33.66558421,20,0,1,0,20.5882735
33.67869474,20,0,1,0,14.9466453
33.69495263,20,0,1,0,15.09317949
33.7175,20,0,1,0,14.87337607
33.73847368,20,0,1,0,15.45952137
33.75473158,20,0,1,0,16.19220085
33.76732105,20,0,1,0,16.77834188
33.78253158,20,0,1,0,17.51102137
33.80455263,20,0,1,0,17.95062821
33.82605263,20,0,1,0,18.68330769
33.84441053,20,0,1,0,19.41598718
33.85804211,20,0,1,0,19.34271795
33.87167895,20,0,1,0,19.85559402
33.88845789,20,0,1,0,19.0496453
33.90943158,20,0,1,0,19.19618376
33.93093684,20,0,1,0,20.5882735
33.94876316,20,0,1,0,20.51500427
33.95977895,20,0,1,0,21.24768376
33.99701053,20,0,1,0,23.29918376
34.01903684,20,0,1,0,12.45553846
34.03686316,20,0,1,0,12.16246581
34.05102632,20,0,1,0,12.74861111
34.06518421,20,0,1,0,13.33475214
34.08248947,20,0,1,0,14.28723504
34.10241579,20,0,1,0,15.23971795
34.12234211,20,0,1,0,16.19220085
34.13965263,20,0,1,0,15.53278632
34.15328947,20,0,1,0,12.23573504
34.16954211,20,0,1,0,13.18821795
34.18999474,20,0,1,0,14.21396581
34.2115,20,0,1,0,15.31298291
34.22984737,20,0,1,0,16.11893162
34.24295789,20,0,1,0,16.92487607
34.25659474,20,0,1,0,17.43775214
34.27494737,20,0,1,0,18.09716239
34.29592632,20,0,1,0,12.38226923
34.31375789,20,0,1,0,10.18423504
34.32948947,20,0,1,0,10.91691453
34.36357368,20,0,1,0,12.38226923
34.38297895,20,0,1,0,13.26148291
34.40500526,20,0,1,0,14.14069658
34.42335789,20,0,1,0,14.87337607
34.43594211,20,0,1,0,15.53278632
34.45063158,20,0,1,0,15.89912821
34.46793158,20,0,1,0,16.19220085
34.48890526,20,0,1,0,16.9981453
34.50988947,20,0,1,0,17.87735897
34.52508947,20,0,1,0,18.82984188
34.53925263,20,0,1,0,19.41598718
34.55655789,20,0,1,0,20.22193162
34.57701053,20,0,1,0,17.07141453
34.59693684,20,0,1,0,16.85161111
34.61319474,20,0,1,0,17.29121795
34.62840526,20,0,1,0,17.51102137
34.64361053,20,0,1,0,16.55853846
34.66144211,20,0,1,0,16.63180769
34.68188947,20,0,1,0,17.87735897
34.70182105,20,0,1,0,18.39023504
34.73171053,20,0,1,0,15.45952137
34.75058947,20,0,1,0,16.19220085
34.77051579,20,0,1,0,17.36448718
34.78992105,20,0,1,0,18.46350427
34.80565263,20,0,1,0,19.48925214
34.82033684,20,0,1,0,20.22193162
34.83554211,20,0,1,0,20.88134188
34.85494737,20,0,1,0,21.39421795
34.8775,20,0,1,0,22.41997009
34.89794737,20,0,1,0,22.49323504
34.91105789,20,0,1,0,23.29918376
34.92469474,20,0,1,0,24.10512821
34.942,20,0,1,0,25.27741453
34.9635,20,0,1,0,24.39820085
34.98342632,20,0,1,0,15.23971795
34.99916316,20,0,1,0,16.55853846
35.01279474,20,0,1,0,16.9981453
35.02852632,20,0,1,0,17.65755556
35.04793158,20,0,1,0,18.82984188
35.06890526,20,0,1,0,20.07539744
35.10299474,20,0,1,0,22.12689744
35.11872632,20,0,1,0,22.78630769
35.13655789,20,0,1,0,23.66552137
35.15648421,20,0,1,0,22.85957692
35.17641053,20,0,1,0,23.44571795
35.19214737,20,0,1,0,24.54473504
35.20473158,20,0,1,0,25.42394872
35.22151053,20,0,1,0,26.15662821
35.24143684,20,0,1,0,27.62198718
35.26293684,20,0,1,0,29.23388034
35.28181579,20,0,1,0,29.60021795
35.29597368,20,0,1,0,25.49721795
35.33058947,20,0,1,0,22.05362821
35.35051579,20,0,1,0,23.1526453
35.36939474,20,0,1,0,24.47147009
35.38355263,20,0,1,0,25.13088034
35.39666316,20,0,1,0,26.37643162
35.43494737,20,0,1,0,28.7942735
35.47532632,20,0,1,0,24.03186325
35.48738947,20,0,1,0,25.13088034
35.50259474,20,0,1,0,26.37643162
35.52304737,20,0,1,0,27.76852137
35.56394737,20,0,1,0,30.40616667
35.57811053,20,0,1,0,31.06557692
35.59069474,20,0,1,0,31.06557692
35.62897895,20,0,1,0,31.06557692
35.65047895,20,0,1,0,21.32094872
35.66778421,20,0,1,0,15.23971795
35.67932105,20,0,1,0,16.19220085
35.69505263,20,0,1,0,17.14468376
35.71550526,20,0,1,0,18.24370085
35.73857895,20,0,1,0,18.46350427
35.75641053,20,0,1,0,19.34271795
35.76952105,20,0,1,0,20.22193162
35.78315263,20,0,1,0,21.32094872
35.80151053,20,0,1,0,21.54075214
35.84188947,20,0,1,0,23.51898718
35.85919474,20,0,1,0,24.25166667
35.87177895,20,0,1,0,25.42394872
35.88908421,20,0,1,0,26.37643162
35.91111053,20,0,1,0,26.96257692
35.93156316,20,0,1,0,27.8417906
35.94886842,20,0,1,0,29.38041453
35.96302632,20,0,1,0,30.62597009
35.97613684,20,0,1,0,31.72498718
35.99449474,20,0,1,0,33.26361111
36.01546842,20,0,1,0,31.72498718
36.03487368,20,0,1,0,30.77250427
36.05113158,20,0,1,0,32.45766667
36.06476316,20,0,1,0,33.48341453
36.08258947,20,0,1,0,35.02204274
36.10304737,20,0,1,0,36.41412821
36.12192105,20,0,1,0,37.36661538
36.13975263,20,0,1,0,38.90523932
36.15443684,20,0,1,0,40.15079487
36.17016842,20,0,1,0,41.39634615
36.21002105,20,0,1,0,37.43988034
36.22942632,20,0,1,0,39.0517735
36.24411053,20,0,1,0,33.41014957
36.25774737,20,0,1,0,23.07938034
36.27715263,20,0,1,0,24.76453846
36.29812632,20,0,1,0,26.52297009
36.31752632,20,0,1,0,27.98832479
36.33378421,20,0,1,0,28.86753846
36.34689474,20,0,1,0,30.03982479
36.36262632,20,0,1,0,31.28538034
36.38151053,20,0,1,0,32.82400427
36.40195789,20,0,1,0,34.06955983
36.41769474,20,0,1,0,22.12689744
36.43499474,20,0,1,0,23.59225214
36.45177895,20,0,1,0,24.39820085
36.47117895,20,0,1,0,25.35068376
36.49163158,20,0,1,0,26.08336325
36.51155789,20,0,1,0,27.32891453
36.52624737,20,0,1,0,21.46748718
36.53935789,20,0,1,0,19.19618376
36.55508947,20,0,1,0,20.29520085
36.59651579,20,0,1,0,21.24768376
36.61434737,20,0,1,0,22.49323504
36.62797895,20,0,1,0,16.41200427
36.64318421,20,0,1,0,15.67932479
36.66364211,20,0,1,0,16.77834188
36.68566316,20,0,1,0,18.09716239
36.70297368,20,0,1,0,19.12291453
36.71713158,20,0,1,0,19.92885897
36.73128421,20,0,1,0,20.14866239
36.74806842,20,0,1,0,19.78232479
36.76852105,20,0,1,0,20.36847009
36.78897368,20,0,1,0,21.1011453
36.80523158,20,0,1,0,22.20016667
36.81886316,20,0,1,0,23.07938034
36.83722105,20,0,1,0,23.7387906
36.85767368,20,0,1,0,24.6912735
36.87707368,20,0,1,0,26.15662821
36.89437895,20,0,1,0,27.2556453
36.90748947,20,0,1,0,25.05761111
36.92426842,20,0,1,0,25.93682479
36.96517895,20,0,1,0,28.86753846
36.98510526,20,0,1,0,30.25962821
37.00083684,20,0,1,0,30.55270085
37.01184737,20,0,1,0,21.98035897
37.02810526,20,0,1,0,22.93284188
37.04907895,20,0,1,0,23.59225214
37.07110526,20,0,1,0,21.02788034
37.08946316,20,0,1,0,21.32094872
37.10152105,20,0,1,0,22.12689744
37.11620526,20,0,1,0,22.85957692
37.13561053,20,0,1,0,21.6872906
37.15658421,20,0,1,0,21.24768376
37.17598947,20,0,1,0,22.41997009
37.19172105,20,0,1,0,23.29918376
37.20483158,20,0,1,0,22.41997009
37.22371053,20,0,1,0,23.51898718
37.24416316,20,0,1,0,24.6912735
37.26408947,20,0,1,0,25.7902906
37.28139474,20,0,1,0,26.96257692
37.29397895,20,0,1,0,26.81603846
37.32806316,20,0,1,0,13.26148291
37.34956842,20,0,1,0,14.58030769
37.37054211,20,0,1,0,15.67932479
37.38627895,20,0,1,0,14.43376923
37.39781579,20,0,1,0,14.65357265
37.41512105,20,0,1,0,15.45952137
37.43609474,20,0,1,0,16.19220085
37.45655263,20,0,1,0,17.29121795
37.47385263,20,0,1,0,17.80409402
37.48644211,20,0,1,0,18.17043162
37.50164737,20,0,1,0,19.0496453
37.52157368,20,0,1,0,20.07539744
37.54203158,20,0,1,0,18.02389744
37.56247895,20,0,1,0,18.90311111
37.57821053,20,0,1,0,19.48925214
37.59026842,20,0,1,0,19.56252137
37.60915263,20,0,1,0,21.02788034
37.63013158,20,0,1,0,10.18423504
37.65110526,20,0,1,0,9.671358974
37.67994737,20,0,1,0,10.91691453
37.69463158,20,0,1,0,11.72285897
37.71403158,20,0,1,0,12.52880769
37.73553684,20,0,1,0,13.33475214
37.75546316,20,0,1,0,14.14069658
37.77014211,20,0,1,0,14.9466453
37.78325263,20,0,1,0,15.67932479
37.80213684,20,0,1,0,16.19220085
37.82363684,20,0,1,0,16.33873504
37.84408947,20,0,1,0,17.51102137
37.85982105,20,0,1,0,18.39023504
37.87187895,20,0,1,0,19.26944872
37.88813684,20,0,1,0,20.29520085
37.90911579,20,0,1,0,21.54075214
37.93008947,20,0,1,0,21.17441453
37.94844737,20,0,1,0,22.41997009
38.08059474,20,0,1,0,20.36847009
38.10104737,20,0,1,0,20.73480769
38.12255263,20,0,1,0,22.05362821
38.14143158,20,0,1,0,21.6872906
38.15454211,20,0,1,0,17.21794872
38.16922105,20,0,1,0,18.5367735
38.18967368,20,0,1,0,19.92885897
38.21065263,20,0,1,0,21.61402137
38.23005789,20,0,1,0,22.05362821
38.24578421,20,0,1,0,21.76055556
38.25889474,20,0,1,0,22.85957692
38.27462632,20,0,1,0,23.7387906
38.29455263,20,0,1,0,17.29121795
38.31553684,20,0,1,0,10.2575
38.33441053,20,0,1,0,10.69711111
38.34752105,20,0,1,0,10.99017949
38.36220526,20,0,1,0,11.94266239
38.38317895,20,0,1,0,12.74861111
38.42356316,20,0,1,0,13.92089316
38.43772105,20,0,1,0,14.58030769
38.45083158,20,0,1,0,15.16644872
38.46761053,20,0,1,0,15.97239316
38.48701579,20,0,1,0,16.92487607
38.50589474,20,0,1,0,17.73082479
38.5232,20,0,1,0,18.17043162
38.54102632,20,0,1,0,18.39023504
38.55728421,20,0,1,0,19.0496453
38.57616316,20,0,1,0,19.70905556
38.59766842,20,0,1,0,20.73480769
38.61706842,20,0,1,0,21.54075214
38.63017895,20,0,1,0,16.48526923
38.64381579,20,0,1,0,17.51102137
38.66007368,20,0,1,0,18.46350427
38.68052105,20,0,1,0,19.26944872
38.70202632,20,0,1,0,20.07539744
38.71828421,20,0,1,0,20.00212821
38.73244211,20,0,1,0,19.56252137
38.74922105,20,0,1,0,16.63180769
38.79012105,20,0,1,0,12.60207265
38.80690526,20,0,1,0,13.84762821
38.82263684,20,0,1,0,14.58030769
38.83784737,20,0,1,0,15.53278632
38.85462632,20,0,1,0,16.48526923
38.87455263,20,0,1,0,17.73082479
38.89395789,20,0,1,0,18.97638034
38.91073684,20,0,1,0,20.29520085
38.92542632,20,0,1,0,21.24768376
38.94325263,20,0,1,0,22.41997009
38.96213158,20,0,1,0,22.6397735
38.98258421,20,0,1,0,23.22591453
38.99883684,20,0,1,0,24.39820085
39.01404737,20,0,1,0,25.42394872
39.06911053,20,0,1,0,26.88930769
39.08956316,20,0,1,0,28.35466667
39.13518947,20,0,1,0,30.25962821
39.17714211,20,0,1,0,18.68330769
39.1913,20,0,1,0,20.36847009
39.20650526,20,0,1,0,21.24768376
39.22171579,20,0,1,0,22.71303846
39.24111579,20,0,1,0,23.81205556
39.28097368,20,0,1,0,26.52297009
39.29565789,20,0,1,0,25.13088034
39.33026842,20,0,1,0,27.8417906
39.35019474,20,0,1,0,28.13486325
39.38533158,20,0,1,0,26.15662821
39.41522105,20,0,1,0,28.42793162
39.43462632,20,0,1,0,23.00611111
39.52272632,20,0,1,0,29.45368376
39.54422632,20,0,1,0,29.96655983
39.56310526,20,0,1,0,31.06557692
39.60767895,20,0,1,0,28.57447009
39.62813158,20,0,1,0,30.33289744
39.66851053,20,0,1,0,12.67534188
39.68057368,20,0,1,0,13.48128632
39.69525789,20,0,1,0,13.70108974
39.71623158,20,0,1,0,14.58030769
39.73825789,20,0,1,0,15.75258974
39.75766316,20,0,1,0,17.14468376
39.77024737,20,0,1,0,17.80409402
39.80066316,20,0,1,0,20.07539744
39.84262105,20,0,1,0,20.22193162
39.8594,20,0,1,0,21.61402137
39.87198421,20,0,1,0,22.12689744
39.88666842,20,0,1,0,20.95461111
39.90816842,20,0,1,0,21.90709402
39.93124211,20,0,1,0,23.88532479
39.96270526,20,0,1,0,24.98434188
39.97633684,20,0,1,0,25.93682479
39.99522105,20,0,1,0,27.10911111
40.01724737,20,0,1,0,28.64773504
40.03664737,20,0,1,0,30.40616667
40.05185263,20,0,1,0,31.43191453
40.06391579,20,0,1,0,30.8457735
40.08122105,20,0,1,0,32.67747009
40.10377368,20,0,1,0,34.43590171
40.12527368,20,0,1,0,36.41412821
40.14257895,20,0,1,0,37.65968376
40.15516316,20,0,1,0,26.52297009
40.1688,20,0,1,0,25.35068376
40.20865263,20,0,1,0,29.3071453
40.22963158,20,0,1,0,31.06557692
40.24483684,20,0,1,0,32.31112821
40.2569,20,0,1,0,33.33688034
40.27525789,20,0,1,0,34.72897009
40.29675789,20,0,1,0,35.53491453
40.31720526,20,0,1,0,36.92700855
40.33451579,20,0,1,0,38.24582906
40.34762632,20,0,1,0,29.96655983
40.36230526,20,0,1,0,28.50120085
40.38171053,20,0,1,0,29.96655983
40.40163684,20,0,1,0,31.79825641
40.42051579,20,0,1,0,24.83780769
40.4373,20,0,1,0,25.71702137
40.45041053,20,0,1,0,26.22989744
40.46771053,20,0,1,0,27.18238034
40.49078421,20,0,1,0,28.28139744
40.51176842,20,0,1,0,23.1526453
40.52802105,20,0,1,0,24.91107692
40.53955789,20,0,1,0,25.71702137
